name,platform,year_of_release,gendre,publisher,developer,rating
Rhapsody: A Musical Adventure,PS,1998,Role-Playing,Nippon Ichi Software,,
Radiant Silvergun,SAT,1998,Shooter,ESP,,
Caesar III,PC,1998,Strategy,Vivendi Games,Impressions Games,E
Trap Gunner: Countdown to Oblivion,PS,1998,Strategy,Konami Digital Entertainment,,
Planescape: Torment,PC,1998,Role-Playing,Interplay,Black Isle Studios,T
Tail Concerto,PS,1998,Adventure,Namco Bandai Games,,
Madou Monogatari,SAT,1998,Role-Playing,Compile,,
Pocket Fighter,SAT,1998,Fighting,Capcom,,
Ojyousama Express,SAT,1998,Strategy,Media Works,,
Highschool Terra Story,SAT,1998,Adventure,KID,,
MotorHead,PS,1998,Racing,Gremlin Interactive Ltd,,
Big Mountain 2000,N64,1998,Sports,Imagineer,,
Starshot: Space Circus Fever,N64,1998,Platform,Infogrames,,
Nectaris: Military Madness,PS,1998,Strategy,Hudson Soft,,
Timeshock! Pro Pinball,PS,1998,Misc,Empire Interactive,,
R-Type Delta,PS,1998,Shooter,Irem Software Engineering,,
Bomberman Fantasy Race,PS,1998,Racing,Virgin Interactive,,
Shanghai: True Valor,PS,1998,Puzzle,Activision,,
Pharaoh,PC,1998,Strategy,Vivendi Games,Impressions Games,E
Homeworld,PC,1998,Strategy,Vivendi Games,Relic,E
Code R,SAT,1998,Adventure,Quintet,,
Adidas Power Soccer 98,PS,1998,Sports,Psygnosis,,
Rising Zan: The Samurai Gunman,PS,1998,Action,Agetec,,
Irritating Stick,PS,1998,Action,Saurus,,
Saturday Night Slam Masters,SNES,1994,Fighting,Capcom,,
Shining Force CD,SCD,1994,Strategy,Sega,,
The King of Fighters '94,NG,1994,Fighting,SNK,,
Slayers,SNES,1994,Role-Playing,Banpresto,,
Battle Arena Toshinden Remix,SAT,1994,Fighting,Sega,,
Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen,SNES,1994,Fighting,Angel Studios,,
Center Ring Boxing,SAT,1994,Fighting,JVC,,
Primal Rage,PS,1994,Fighting,Time Warner Interactive,,
Jikkyou Powerful Pro Yakyuu '95,PS,1994,Sports,Konami Digital Entertainment,,
Final Fantasy I & II,NES,1994,Role-Playing,Square,,
Jupiter Strike,PS,1994,Shooter,Acclaim Entertainment,,
Crime Crackers,PS,1994,Role-Playing,Sony Computer Entertainment,,
Clockwork Knight,SAT,1994,Platform,Sega,,
Theme Park,SAT,1994,Simulation,Electronic Arts,,
King's Field (Japan),PS,1994,Role-Playing,From Software,,
Yuu Yuu Hakusho: Makyo Toitsusen,GEN,1994,Fighting,Sega,,
Dragon Slayer: The Legend of Heroes,GEN,1994,Role-Playing,Sega,,
Majin Tensei,SNES,1994,Role-Playing,Atlus,,
Gale Racer,SAT,1994,Racing,Sega,,
Formula One World Championship: Beyond the Limit,SCD,1994,Racing,Sega,,
Derby Jockey: Kishou e no Michi,SNES,1994,Sports,Asmik Corp,,
Kenyuu Densetsu Yaiba,SNES,1994,Action,Banpresto,,
Motor Toon Grand Prix (Japan),PS,1994,Racing,Sony Computer Entertainment,,
Discworld,PS,1994,Adventure,Psygnosis,,
Robotica,SAT,1994,Shooter,Sega,,
Worldwide Soccer,SAT,1994,Sports,Sega,,
Record of Lodoss War: Eiyuu Sensou,SCD,1994,Role-Playing,Sega,,
Myst,SAT,1994,Adventure,Sunsoft,,
Game no Kanzume Vol 2,SCD,1994,Misc,Sega,,
Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu,SNES,1994,Misc,Vap,,
Golden Axe: The Duel,SAT,1994,Fighting,Sega,,
Game no Kanzume Vol 1,SCD,1994,Misc,Sega,,
World Series Baseball,SAT,1994,Sports,Sega,,
Galaxy Fight,SAT,1994,Fighting,Sunsoft,,
J-League Pro Striker 2,GEN,1994,Sports,Sega,,
Castlevania Bloodlines,GEN,1994,Platform,Konami Digital Entertainment,,
First Queen: Ornic Senki,SNES,1994,Role-Playing,Culture Brain,,
Gaia Saver Hero Saidai no Sakusen,SNES,1994,Role-Playing,Banpresto,,
Puzzle & Action: Tant-R,GEN,1994,Misc,Sega,,
Kidou Senshi V Gundam,SNES,1994,Action,Namco Bandai Games,,
The Great Battle Gaiden 2: Matsuri da Wasshoi,SNES,1994,Action,Banpresto,,
Bust-A-Move,3DO,1994,Puzzle,Micro Cabin,,
Sugoi Hebereke,SNES,1994,Fighting,Sunsoft,,
Pebble Beach Golf Links,SAT,1994,Sports,Sega,,
Mortal Kombat,PC,1994,Fighting,Acclaim Entertainment,,
World Class Rugby 2: Kokunai Gekitou Hen '93,SNES,1994,Sports,Misawa,,
Donkey Kong Country,SNES,1994,Platform,Nintendo,,
Super Mario Land 3: Wario Land,GB,1994,Platform,Nintendo,,
Donkey Kong Land,GB,1994,Platform,Nintendo,,
Doom II: Hell on Earth,PC,1994,Shooter,Virgin Interactive,,
Final Fantasy III,SNES,1994,Role-Playing,SquareSoft,,
Donkey Kong,GB,1994,Platform,Nintendo,,
Myst,PC,1994,Adventure,Red Orb,,
Monopoly,PC,1994,Misc,Hasbro Interactive,,
Warcraft: Orcs & Humans,PC,1994,Strategy,Activision,,
Star Wars: Dark Forces,PC,1994,Shooter,LucasArts,,
Sonic & Knuckles,GEN,1994,Platform,Sega,,
Disney's The Lion King,SNES,1994,Platform,Virgin Interactive,,
Sonic the Hedgehog 3,GEN,1994,Platform,Sega,,
Mortal Kombat 3,SNES,1994,Fighting,Acclaim Entertainment,,
Super Metroid,SNES,1994,Action,Nintendo,,
Disney's The Lion King,GEN,1994,Platform,Virgin Interactive,,
NBA Jam,SNES,1994,Sports,Acclaim Entertainment,,
Mortal Kombat 3,GEN,1994,Fighting,Acclaim Entertainment,,
Battle Arena Toshinden,PS,1994,Fighting,Sony Computer Entertainment,Tamsoft,T
NBA Jam Tournament Edition,GEN,1994,Sports,Acclaim Entertainment,,
Virtua Fighter,SAT,1994,Fighting,Sega,,
Super Momotarou Dentetsu III,SNES,1994,Simulation,Hudson Soft,,
Derby Stallion II,SNES,1994,Sports,ASCII Entertainment,,
Kamaitachi no Yoru,SNES,1994,Adventure,ChunSoft,,
Super Bomberman 2,SNES,1994,Puzzle,Hudson Soft,,
EarthBound,SNES,1994,Role-Playing,Nintendo,,
Ridge Racer,PS,1994,Racing,Sony Computer Entertainment,,
Doom,PS,1994,Shooter,Infogrames,,
Super Bomberman 3,SNES,1994,Puzzle,Hudson Soft,,
Fire Emblem: Monsh? no Nazo,SNES,1994,Role-Playing,Nintendo,,
Kirby's Dream Course,SNES,1994,Sports,Nintendo,,
Theme Park,PS,1994,Simulation,Electronic Arts,,
Fatal Fury Special,SNES,1994,Fighting,Takara,,
Daytona USA,SAT,1994,Racing,Sega,,
Romance of the Three Kingdoms IV: Wall of Fire,SNES,1994,Strategy,Tecmo Koei,,
J-League Soccer: Prime Goal 2,SNES,1994,Sports,Namco Bandai Games,,
Space Invaders,SNES,1994,Shooter,Taito,,
NHL FaceOff,PS,1994,Sports,Sony Computer Entertainment,,
Wonder Project J: Kikai no Shonen Pino,SNES,1994,Simulation,Enix Corporation,,
Jikkyou Powerful Pro Yakuu '94,SNES,1994,Sports,Konami Digital Entertainment,,
Samurai Shodown,SNES,1994,Fighting,Takara,,
Super Famista 3,SNES,1994,Sports,Namco Bandai Games,,
ESPN Extreme Games,PS,1994,Sports,Sony Computer Entertainment,,
Kileak: The DNA Imperative,PS,1994,Shooter,Sony Computer Entertainment,,
Super Formation Soccer 94,SNES,1994,Sports,Human Entertainment,,
Super Robot Taisen EX,SNES,1994,Strategy,Banpresto,,
Shin Megami Tensei II,SNES,1994,Role-Playing,Atlus,,
Zero4 Champ RR,SNES,1994,Sports,Media Rings,,
Super Fire ProWrestling Special,SNES,1994,Fighting,Human Entertainment,,
Breath of Fire II,SNES,1994,Role-Playing,Laguna,,
Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,SNES,1994,Platform,Konami Digital Entertainment,,
Super Power League 2,SNES,1994,Sports,Hudson Soft,,
Parodius,PS,1994,Shooter,Konami Digital Entertainment,,
Live A Live,SNES,1994,Role-Playing,SquareSoft,,
Yuu Yuu Hakusho 2: Kakutou no Sho,SNES,1994,Fighting,Namco Bandai Games,,
Decathlete,SAT,1994,Sports,Sega,,
Daikaijyuu Monogatari,SNES,1994,Role-Playing,Hudson Soft,,
Itadaki Street 2: Neon Sign wa Bara Iro ni,SNES,1994,Misc,Enix Corporation,,
International Superstar Soccer,SNES,1994,Sports,Konami Digital Entertainment,,
SimCity 2000,SAT,1994,Simulation,Sega,,
Slam Dunk: Yonkyo Taiketsu!!,SNES,1994,Sports,Namco Bandai Games,,
Thoroughbred Breeder II,SNES,1994,Simulation,Hect,,
Virtua Racing,GEN,1994,Racing,Sega,,
Galactic Attack,SAT,1994,Shooter,Acclaim Entertainment,,
A. IV Evolution: A Ressha de Ikou 4,PS,1994,Strategy,ArtDink,,
Samurai Shodown II,NG,1994,Fighting,SNK,,
The King of Fighters '95 (CD),NG,1994,Fighting,SNK,,
Drift King Shutokou Battle '94,SNES,1994,Racing,BPS,,
Samurai Spirits (CD),NG,1994,Fighting,SNK,,
Wing Arms,SAT,1994,Shooter,Sega,,
ThunderStrike 2,PS,1994,Simulation,Core Design Ltd.,,
SD Gundam GX,SNES,1994,Strategy,Namco Bandai Games,,
Gokujou Parodius,SNES,1994,Shooter,Konami Digital Entertainment,,
F1 Challenge,SAT,1994,Racing,Sega,,
Toukiden: The Age of Demons,PSP,2013,Action,Tecmo Koei,,
Hitman: HD Trilogy,X360,2013,Action,Square Enix,Io Interactive,M
Yu-Gi-Oh! Zexal World Duel Carnival,3DS,2013,Misc,Konami Digital Entertainment,,
Jikkyou Powerful Pro Yakyuu 2013,PSP,2013,Sports,Konami Digital Entertainment,,
Conception II: Children of the Seven Stars,PSV,2013,Role-Playing,Screenlife,Spike,M
LEGO Marvel Super Heroes,PC,2013,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
Demon Gaze,PSV,2013,Role-Playing,Nippon Ichi Software,Experience Inc.,T
Phantasy Star Online 2,PSV,2013,Role-Playing,Sega,,
Pro Evolution Soccer 2014,PSP,2013,Action,Konami Digital Entertainment,Konami,E
Angry Birds Star Wars,XOne,2013,Strategy,Activision,Exient Entertainment,E
Putty Squad,PS4,2013,Platform,System 3,System 3,E10+
Akiba's Trip: Undead & Undressed,PSV,2013,Action,Nippon Ichi Software,,
Dynasty Warriors 8: Xtreme Legends,PS3,2013,Action,Tecmo Koei,Omega Force,T
Major League Baseball 2K13,PS3,2013,Sports,Take-Two Interactive,,
Dynasty Warriors 8,X360,2013,Action,Tecmo Koei,Omega Force,T
Tears to Tiara II: Heir of the Overlord,PS3,2013,Role-Playing,Nippon Ichi Software,Aqua Plus,T
Adventure Time: Explore the Dungeon Because I Don't Know!,3DS,2013,Action,D3Publisher,,
Castlevania: Lords of Shadow - Mirror of Fate,3DS,2013,Action,Konami Digital Entertainment,,
Hoppechan: Tsukutte! Asonde! Punipuni Town!!,3DS,2013,Action,Nippon Columbia,,
Earth Defense Force 2025,X360,2013,Shooter,D3Publisher,Sandlot,M
Summon Night 5,PSP,2013,Role-Playing,Namco Bandai Games,Felistella,T
Farming Simulator 2013,PS3,2013,Simulation,Focus Home Interactive,Giants Software,E
The Walking Dead: Season One,PSV,2013,Adventure,Square Enix,,
Disney's Planes,Wii,2013,Simulation,Disney Interactive Studios,Behaviour Interactive,E
Hyperdimension Neptunia,PSV,2013,Role-Playing,Compile Heart,,
Injustice: Gods Among Us,PSV,2013,Fighting,Warner Bros. Interactive Entertainment,,
LEGO Legends of Chima: Laval's Journey,PSV,2013,Adventure,Warner Bros. Interactive Entertainment,TT Games,E10+
Soccer Tsuku: Pro Soccer Club o Tsukurou!,PS3,2013,Sports,Sega,,
Fuse (Insomniac),X360,2013,Shooter,Electronic Arts,,
7th Dragon 2020-II,PSP,2013,Role-Playing,Sega,,
Dynasty Warriors: Gundam Reborn,PSV,2013,Action,Namco Bandai Games,,
Little Battlers eXperience: Wars,3DS,2013,Strategy,Level 5,,
One Piece: Pirate Warriors 2,PSV,2013,Action,Namco Bandai Games,,
Conception II: Children of the Seven Stars,3DS,2013,Role-Playing,Screenlife,Spike,M
Moshi Monsters: Katsuma Unleashed,DS,2013,Action,Activision,Black Lantern Studios,E
Killer is Dead,X360,2013,Action,Deep Silver,Grasshopper Manufacture,M
The Smurfs 2,X360,2013,Platform,Ubisoft,WayForward,E
Fate/Extra CCC,PSP,2013,Action,Marvelous Entertainment,,
Uta no * Prince-Sama: All Star,PSP,2013,Action,Broccoli,,
Tom Clancy's Splinter Cell: Blacklist,WiiU,2013,Action,Ubisoft,Ubisoft Toronto,M
Lost Planet 3,X360,2013,Shooter,Capcom,Spark Unlimited,T
LEGO Batman 2: DC Super Heroes,WiiU,2013,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,X360,2013,Misc,Ubisoft,,
Armored Core: Verdict Day,PS3,2013,Simulation,From Software,From Software,T
Dynasty Warriors 8: Xtreme Legends,PSV,2013,Action,Tecmo Koei,,
Fuse (Insomniac),PS3,2013,Shooter,Electronic Arts,,
The Walking Dead: Survival Instinct,WiiU,2013,Shooter,Activision,Terminal Reality,M
MLB 13: The Show,PSV,2013,Sports,Sony Computer Entertainment,SCEA San Diego Studios,E
Akiba's Trip: Undead & Undressed,PS3,2013,Action,Nippon Ichi Software,,
Shining Ark,PSP,2013,Role-Playing,Sega,,
Deus Ex: Human Revolution,WiiU,2013,Shooter,Square Enix,,
ArmA III,PC,2013,Shooter,Bohemia Interactive,Bohemia Interactive,M
Mind Zero,PSV,2013,Role-Playing,GungHo,Zerodiv,T
Pro Evolution Soccer 2014,PC,2013,Action,Konami Digital Entertainment,Konami,E
Macross 30: Ginga o Tsunagu Utagoe,PS3,2013,Shooter,Namco Bandai Games,,
Little Battlers eXperience W,3DS,2013,Role-Playing,Level 5,,
Football Manager 2014,PSV,2013,Sports,Sega,,
Digimon Adventure,PSP,2013,Role-Playing,Namco Bandai Games,,
Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013,Puzzle,Warner Bros. Interactive Entertainment,5TH Cell,E10+
Terraria,PSV,2013,Action,Screenlife,Engine Software,T
Scribblenauts Unmasked: A DC Comics Adventure,3DS,2013,Puzzle,Warner Bros. Interactive Entertainment,5TH Cell,E10+
Steins;Gate,PSV,2013,Adventure,PQube,5pb,M
Angry Birds Star Wars,WiiU,2013,Strategy,Activision,Exient Entertainment,E
Jikkyou Powerful Pro Yakyuu 2013,PSV,2013,Sports,Konami Digital Entertainment,,
Gundam Breaker,PSV,2013,Action,Namco Bandai Games,,
Young Justice: Legacy,PS3,2013,Action,Namco Bandai Games,Freedom Factory Studios,T
The Smurfs 2,Wii,2013,Platform,Ubisoft,WayForward,E
PAC-MAN and the Ghostly Adventures,3DS,2013,Platform,Namco Bandai Games,Inti Creates,E10+
Hyperdimension Idol Neptunia PP,PSV,2013,Misc,Namco Bandai Games,,
Dead or Alive 5,PSV,2013,Fighting,Tecmo Koei,,
The Smurfs 2,PS3,2013,Platform,Ubisoft,WayForward,E
Cardfight!! Vanguard: Ride to Victory,3DS,2013,Misc,FuRyu,,
Uta no Prince-Sama: Music 2,PSP,2013,Adventure,Broccoli,,
Digimon World Re:Digitize Decode,3DS,2013,Role-Playing,Namco Bandai Games,,
The Amazing Spider-Man (Console Version),WiiU,2013,Action,Activision,,
Inazuma Eleven 3,3DS,2013,Role-Playing,Nintendo,,
The Smurfs 2,WiiU,2013,Platform,Ubisoft,WayForward,E
Angry Birds Star Wars,PSV,2013,Strategy,Activision,Exient Entertainment,E
Invizimals: The Alliance,PSV,2013,Action,Sony Computer Entertainment,Novarama,E10+
Kamen Rider: Travelers Senki,3DS,2013,Action,Seventh Chord,,
Pretty Rhythm: My Deco Rainbow Wedding,3DS,2013,Misc,Takara Tomy,,
One Piece: Romance Dawn - Bouken no Yoake,3DS,2013,Fighting,Namco Bandai Games,,
Pretty Rhythm Rainbow Live: Kira Kira My * Design,3DS,2013,Misc,Takara Tomy,,
Sniper: Ghost Warrior 2,PC,2013,Shooter,City Interactive,City Interactive,M
AKB1/149: Love Election,PS3,2013,Adventure,Namco Bandai Games,,
Kobitodzukan: Kobito no Fushigi - Jikken Set,3DS,2013,Misc,Nippon Columbia,,
Gekijouban Madoka Magicka: The Battle Pentagram,PSV,2013,Action,Namco Bandai Games,,
Dungeon Travelers 2: The Royal Library & The Monster Seal,PSP,2013,Role-Playing,Aqua Plus,,
X Rebirth,PC,2013,Simulation,Koch Media,Egosoft,T
Medabots Dual: Kabuto / Kuwagata,3DS,2013,Role-Playing,Rocket Company,,
Adventure Time: Explore the Dungeon Because I Don't Know!,X360,2013,Action,D3Publisher,,
Zoo Tycoon (2013),X360,2013,Simulation,Microsoft Game Studios,,
Killer Instinct (2013),XOne,2013,Fighting,Microsoft Game Studios,,
Touch Detective: Nameko Shigeru,3DS,2013,Adventure,Success,,
PhotoKano,PSV,2013,Adventure,Kadokawa Shoten,,
Warriors Orochi 3,PSV,2013,Action,Tecmo Koei,,
Soccer Tsuku: Pro Soccer Club o Tsukurou!,PSV,2013,Sports,Sega,,
Disney's Planes,3DS,2013,Simulation,Disney Interactive Studios,TOSE,E
Model * Oshare Audition: Dream Girl,3DS,2013,Misc,Alchemist,,
The Croods: Prehistoric Party!,Wii,2013,Misc,D3Publisher,,
J Legend Retsuden,3DS,2013,Misc,Namco Bandai Games,,
Magi: The Labyrinth of Beginning,3DS,2013,Role-Playing,Namco Bandai Games,,
The Croods: Prehistoric Party!,DS,2013,Misc,D3Publisher,,
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,PS3,2013,Strategy,Namco Bandai Games,,
Doraemon: Nobita to Himitsu Dougu Hakubutsukan,3DS,2013,Action,FuRyu,,
Saint Seiya: Brave Soldiers,PS3,2013,Fighting,Namco Bandai Games,Dimps Corporation,
Mugen Souls Z,PS3,2013,Role-Playing,Nippon Ichi Software,Compile Heart,T
Goodbye Deponia,PC,2013,Adventure,Daedalic Entertainment,Daedalic Entertainment,
The Guided Fate Paradox,PS3,2013,Role-Playing,Nippon Ichi Software,Nippon Ichi Software,T
Atelier Meruru: Alchemist of Arland 3,PSV,2013,Role-Playing,Gust,,
Genkai Tokki Monster Monpiece,PSV,2013,Strategy,Idea Factory,,
Moshi Monsters: Katsuma Unleashed,3DS,2013,Action,Activision,Black Lantern Studios,E
GRID 2,PC,2013,Racing,Codemasters,Codemasters,E
Steins;Gate: Senkei Kousoku no Phonogram,PS3,2013,Adventure,5pb,,
Pro Yaky? Spirits 2013,PSV,2013,Sports,Konami Digital Entertainment,,
DuckTales: Remastered,WiiU,2013,Action,Capcom,WayForward,E
Toriko: Gourmet Battle!,3DS,2013,Role-Playing,Namco Bandai Games,,
SpongeBob SquarePants: Plankton's Robotic Revenge,3DS,2013,Shooter,Activision,Behaviour Interactive,E10+
Metal Max 4: Gekkou no Diva,3DS,2013,Role-Playing,Kadokawa Shoten,,
Remember Me,PC,2013,Action,Capcom,DONTNOD Entertainment,M
Gintama no Sugoroku,PSP,2013,Action,Namco Bandai Games,,
Kyoukai Senjou no Horizon Portable,PSP,2013,Adventure,Kadokawa Shoten,,
Pretty Cure All Stars Everyone Gather ? Let's Dance!,Wii,2013,Misc,Namco Bandai Games,,
Zyuden Sentai Kyoryuger: Game de Gaburincho!!,3DS,2013,Action,Namco Bandai Games,,
The Bureau: XCOM Declassified,PC,2013,Shooter,Take-Two Interactive,2K Marin,M
SpongeBob SquarePants: Plankton's Robotic Revenge,WiiU,2013,Shooter,Activision,Behaviour Interactive,E10+
Winning Post 7 2013,PS3,2013,Sports,Tecmo Koei,,
Atelier Rorona: Alchemist of Arland,PSV,2013,Role-Playing,Nippon Ichi Software,,
Chousoku Henkei Gyrozetter: Albatross no Tsubasa,3DS,2013,Role-Playing,Square Enix,,
Payday 2,PC,2013,Shooter,505 Games,Overkill Software,M
Detective Conan: Marionette Symphony,3DS,2013,Adventure,Namco Bandai Games,,
Amnesia Crowd,PSP,2013,Misc,Idea Factory,,
DuckTales: Remastered,PS3,2013,Action,Capcom,WayForward,E
Gaist Crusher,3DS,2013,Action,Capcom,,
Rain (2013),PS3,2013,Adventure,Sony Computer Entertainment,,
Adventure Time: Explore the Dungeon Because I Don't Know!,PS3,2013,Action,D3Publisher,,
SpongeBob SquarePants: Plankton's Robotic Revenge,X360,2013,Shooter,Activision,Behaviour Interactive,E10+
Nobunaga's Ambition (3DS),3DS,2013,Simulation,Tecmo Koei,,
LEGO Friends,3DS,2013,Action,Warner Bros. Interactive Entertainment,Hellbent Games,E
Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,PS3,2013,Simulation,Namco Bandai Games,,
Super Robot Taisen OG Infinite Battle,PS3,2013,Fighting,Namco Bandai Games,,
Doki Doki! PreCure Narikiri Life!,3DS,2013,Action,Namco Bandai Games,,
J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,PSP,2013,Sports,Sega,,
Resident Evil: Revelations,PC,2013,Action,Capcom,Capcom,M
Date A Live: Rine Utopia,PS3,2013,Adventure,Compile Heart,,
Painkiller: Hell & Damnation,PS3,2013,Shooter,Nordic Games,,
DuckTales: Remastered,X360,2013,Action,Capcom,,
Lost Planet 3,PC,2013,Shooter,Capcom,Spark Unlimited,T
Beyblade Evolution,3DS,2013,Action,Rising Star Games,Rising Star Games,E
Norn9: Norn + Nonette,PSP,2013,Adventure,Idea Factory,,
The Croods: Prehistoric Party!,3DS,2013,Misc,D3Publisher,,
Adventure Time: Explore the Dungeon Because I Don't Know!,WiiU,2013,Action,D3Publisher,,
XBLAZE Code: Embryo,PS3,2013,Adventure,Arc System Works,Arc System Works,M
Onechanbara Z Kagura,PS3,2013,Action,D3Publisher,,
The Night of the Rabbit,PC,2013,Adventure,Daedalic Entertainment,Daedalic Entertainment,
Romance of the Three Kingdoms (3DS),3DS,2013,Strategy,Tecmo Koei,,
Diabolik Lovers: More Blood,PSP,2013,Adventure,Idea Factory,,
Yumi's Odd Odyssey,3DS,2013,Platform,Agatsuma Entertainment,Studio Saizensen,E
Tamagotchi no Doki Doki Dream Omisecchi,3DS,2013,Simulation,Namco Bandai Games,,
Clash of Elementalists,3DS,2013,Action,Unknown,,
Cooking Mama 5: Bon Appetit!,3DS,2013,Simulation,Office Create,,
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,PSV,2013,Strategy,Namco Bandai Games,,
Turbo: Super Stunt Squad,DS,2013,Sports,D3Publisher,Torus Games,E
Toriko: Ultimate Survival,3DS,2013,Action,Namco Bandai Games,,
Exstetra,PSV,2013,Role-Playing,FuRyu,,
Sorcery Saga: The Curse of the Great Curry God,PSV,2013,Role-Playing,Rising Star Games,Zerodiv,T
Toaru Majutsu no Kagaku no Ensemble,PSP,2013,Adventure,Namco Bandai Games,,
Brothers Conflict: Brilliant Blue,PSP,2013,Adventure,Idea Factory,,
Darkstalkers Resurrection,PS3,2013,Fighting,Capcom,Iron Galaxy Studios,T
Fast & Furious: Showdown,X360,2013,Action,Activision,,
Renai 0 Kilometer,PSP,2013,Adventure,Alchemist,,
Young Justice: Legacy,3DS,2013,Action,Namco Bandai Games,Farsight Studios,E10+
The Inner World,PC,2013,Adventure,Headup Games,Headup Games,
Muv-Luv Alternative: Total Eclipse,PS3,2013,Simulation,5pb,,
Megpoid the Music#,PSP,2013,Misc,Asgard,,
Star Trek: The Game,PC,2013,Action,Namco Bandai Games,,
LEGO Legends of Chima: Laval's Journey,DS,2013,Adventure,Unknown,TT Games,E10+
Kamigami no Asobi,PSP,2013,Adventure,Broccoli,,
Samurai Warriors 2,PS3,2013,Action,Tecmo Koei,,
The Croods: Prehistoric Party!,WiiU,2013,Misc,D3Publisher,,
Labyrinth Cross Blood: Infinity,PSV,2013,Role-Playing,CyberFront,,
XBLAZE Code: Embryo,PSV,2013,Adventure,Arc System Works,Arc System Works,M
Putty Squad,PSV,2013,Platform,System 3,System 3,E10+
Young Justice: Legacy,Wii,2013,Action,Namco Bandai Games,Freedom Factory Studios,T
Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,3DS,2013,Fighting,Arc System Works,,
D.C. III: Da Capo III,PSP,2013,Adventure,Kadokawa Games,,
Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,PS3,2013,Misc,Paon Corporation,,
Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru,PSV,2013,Adventure,5pb,,
Turbo: Super Stunt Squad,WiiU,2013,Sports,D3Publisher,Monkey Bar Games,E
Bella Sara 2 - The Magic of Drasilmare,3DS,2013,Adventure,Big Ben Interactive,,
Urakata Hakuoki,PSP,2013,Adventure,Idea Factory,,
Steins;Gate: Senkei Kousoku no Phonogram,X360,2013,Adventure,5pb,,
HatsuKare * Renai Debut Sengen!,PSP,2013,Adventure,FuRyu,,
Geten no Hana,PSP,2013,Misc,Tecmo Koei,,
Monster High 13 Wishes,WiiU,2013,Action,Little Orbit,Game Machine Studios,E
Zillions of Enemy X: Zetsukai no Crusade,PS3,2013,Role-Playing,Nippon Ichi Software,,
Shiratsuyu no Kai,PSP,2013,Adventure,Idea Factory,,
